timestamp,id,rating,group_22,ai_track,fall_1,fall_2,fall_3,spring_1,spring_2,spring_3,is_first_time,percentile,group_213,blended_course,is_ml_student
2024-08-13 20:58:16.000,b41c8c232e79a87b8df908c9df6cd5d8af490efbcc416dcbc206fb8e3087a592,541,229.0,,Introduction to Data Platforms,Fundamentals of Information Retrieval,SQL Language,Stochastic Analysis,Recommender Systems,Time Series Modeling,Yes,0.6555555555555556,,,True
2024-08-13 23:27:44.000,c90d1031fcdff500c59cab5d23132ce41a44456ca3c66cc0bb96da0dd14ab670,653,229.0,,Distributed Systems,Database Systems,Operating Systems 2,Go (Yandex School of Data Analysis),Computer Networks,Go Programming Language,Yes,0.3481481481481481,,,
2024-08-14 14:07:29.000,acdad537768c8b12ec74c3a7a6f499ae17040d92651d35db4da6f54de484fe30,739,222.0,,Distributed Systems,Fundamentals of Computer Game Development,Database Systems,,,,Yes,0.14074074074074072,,,
2024-08-14 18:42:23.000,a5e1b3610301a216e733333b7ea3e67eee33c7114195a789c90c523f45e1b07e,698,225.0,,Database Systems,Distributed Systems,Microservices Development in Go,,,,Yes,0.23888888888888893,,,
2024-08-14 21:28:20.000,0819727ae3da796c1e6fc10171bfacddebce325490b94a966c60c233d7ab924f,745,226.0,1.0,Computer Systems Security,Database Systems,Microservices Development in Go,,,,Yes,0.11851851851851847,,,
2024-08-13 16:43:26.000,5051726bee96be5128f2f343c2dd942933e5e8bcc287733d356dcde83c9a6082,582,224.0,,Microservices Development in Go,Computer Systems Security,Fundamentals of Tensor Computations,,,,Yes,0.537037037037037,,,
2024-08-14 00:06:48.000,17ae6f2c8db9c21237594b791f3a43aaec4920d876d269be32b33b18b501cb3b,561,223.0,,Database Systems,Fundamentals of Information Retrieval,SQL Language,Recommender Systems,Data Analytics,Applied Machine Learning,Yes,0.587037037037037,,,True
2024-08-11 23:53:53.000,8edbf92455432dd49c7966b801be12d587d00e8303735c15eb4218d919325b15,717,225.0,,Distributed Systems,Introduction to Data Platforms,Microservices Development in Go,,,,Yes,0.19074074074074077,,,
2024-08-14 22:09:48.000,88095cb857e1383fec81ce7fb539cc1ee7332d46e9b9982db52ee23272be1ca7,668,228.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Go Programming Language,Industrial Programming in Java,Yes,0.31851851851851853,,,
2024-08-14 20:28:32.000,e4af61a6a57e0544d5b9bbf9572cd747b83067800f64c72ba2c67b72c6572678,597,228.0,,Fundamentals of Information Retrieval,Database Systems,SQL Language,,,,No,0.49629629629629635,,,
2024-08-14 23:31:06.000,b67525ebc740834dc99204047335885d1cbe26c7eb5b514e76ce1998d5c1baba,682,221.0,,Database Systems,Microservices Development in Go,Fundamentals of Computer Game Development,Go Programming Language,Computer Networks,Industrial Programming in Java,Yes,0.2833333333333333,,,
2024-08-14 19:07:26.000,ffe8d06cea1659050c082aaa85799104d7619ca0e2e500ffcf508fdc6348cdd3,542,222.0,,Distributed Systems,Scala Programming Language,SQL Language,Machine Learning 2,Time Series Modeling,Stochastic Analysis,Yes,0.6444444444444444,,,
2024-08-13 10:32:42.000,48ce59e550c02c08e908adddc105fba3f3bd3104f8893bd9569fe1485d7fd830,419,224.0,,Fundamentals of Tensor Computations,Fundamentals of Tensor Computations,Statistical Learning Theory,Stochastic Analysis,Generative Models in Machine Learning (Advanced),Mathematical Foundations of Neural Network Models,Yes,0.987037037037037,,,True
2024-08-11 21:26:26.000,22f1e637ae66b9b44455c0957867311e24bc58e6756eaa45b8a141b3c46769e0,474,226.0,1.0,Database Systems,Operating Systems 2,Computer Systems Security,Computer Networks,Go Programming Language,Industrial Programming in Java,Yes,0.825925925925926,,,
2024-08-13 00:25:29.000,5941e9999dfa09d744e52734412e4218a20048e25cf1e7e4d0cf40870727a555,446,223.0,,Statistical Learning Theory,SQL Language,Introduction to Data Platforms,,,,Yes,0.9111111111111111,,,
2024-08-20 23:24:23.000,c49ced15a77a18475d260408e4c522da4cfa5a758261236b6a9d908985e8dbaa,733,222.0,,Microservices Development in Go,Scala Programming Language,Decision-Making Under Risk and Uncertainty,Applied Machine Learning,Data Analytics,Go Programming Language,Yes,0.15555555555555556,,,
2024-08-14 19:02:15.000,29daba3b2e5e32893594d14e38848e460b2712f4ff5ca91fe5f3bedb3eb4c82c,420,221.0,,Functional Programming,Fundamentals of Tensor Computations,Statistical Learning Theory,Combinatorial Optimization,Advanced Topics in Machine Learning,Generative Models in Machine Learning (Advanced),Yes,0.9814814814814815,,,True
2024-08-14 17:50:58.000,6f431eb170fdb67c8a58121734b34f68bda77962b1a784de823fc7cee03918b5,593,222.0,,Statistical Learning Theory,Fundamentals of Tensor Computations,Applied Statistics in Machine Learning,Quantitative Finance,Time Series Modeling,Recommender Systems,Yes,0.5074074074074074,,,True
2024-08-13 13:41:00.000,e92b977b079c1b054859fe05f126172f2f9daed28a92fd20a6b425ed9f298d31,606,224.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Recommender Systems,Quantitative Finance,Yes,0.4740740740740741,,,
2024-08-14 17:06:08.000,92508fe93e49574c8cba09ee1d7397397314251a52522e72726a64e7812577d3,730,2210.0,,Fundamentals of Tensor Computations,Distributed Systems,Fundamentals of Information Retrieval,Advanced Topics in Machine Learning,Special Topics in Matrix Analysis,Applied Machine Learning,Yes,0.1611111111111111,,,
2024-08-13 18:45:17.000,6f55e5871cd9cffb3fba8b1606eb5e33b42ebacc17b8e19d62514e31ec2592a3,458,221.0,,Functional Programming,Types in Programming Languages,Fundamentals of Information Retrieval,Time Series Modeling,Generative Models in Machine Learning (Advanced),Special Topics in Matrix Analysis,No,0.8740740740740741,,,True
2024-08-13 23:53:15.000,ddaf2a5025a0b6df600db0a20fc79f0dd8c77879856eef832fb5f8c288c04de1,558,2210.0,,SQL Language,Decision-Making Under Risk and Uncertainty,Computer Systems Security,,,,Yes,0.5981481481481481,,,
2024-08-15 08:01:42.000,79da3965a7836de9a314e56f4f632e7103ce3af0af5389f11bf6086dd0be75c3,807,227.0,1.0,SQL Language,Introduction to Data Platforms,Database Systems,,,,Yes,0.011111111111111072,,,
2024-08-14 18:40:52.000,617d486a8a792ec0f02e00bcdf7d63b70001af026f986a7e37168328474b9eb5,551,222.0,,Statistical Learning Theory,Introduction to Data Platforms,Fundamentals of Information Retrieval,Recommender Systems,Applied Machine Learning,Advanced Topics in Machine Learning,Yes,0.6185185185185185,,,True
2024-08-12 00:10:52.000,2ab682d14b59d373439d0c102092e2f9e7e9a72d970e8ac5d683ece9b07a3b10,554,224.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Computer Networks,Computer Networks,Yes,0.6129629629629629,,,
2024-08-11 21:47:27.000,a5e9179d753e87b55c19f19c43d9c74dfd6ddfb04253eb0379c9bb543b3164b7,648,229.0,,Introduction to Data Platforms,SQL Language,Integral Equations in Mathematical Modeling,Linguistics for Programmers,Recommender Systems,Time Series Modeling,Yes,0.36296296296296293,,,True
2024-08-12 08:51:09.000,38a216d85f4f3c8513cfb211fe59cf5b5d221e54f3cee0b9f987dfc5e848706d,768,226.0,,Distributed Systems,Database Systems,Fundamentals of Computer Game Development,Data Analytics,Recommender Systems,Generative Models in Machine Learning (Advanced),Yes,0.059259259259259234,,,
2024-08-11 23:38:32.000,b3b833e6ddfcb2e5e7ad434673a47eae3fd11ab2e4cce8f8a072e2b537ce306d,468,224.0,,Statistical Learning Theory,Fundamentals of Tensor Computations,Fundamentals of Computer Game Development,,,,Yes,0.8444444444444444,,,
2024-08-14 13:03:50.000,f33c3b48804f3cfa47ba7d92115fdf5b183dda29d167cfea83980e66bd6ac9a6,470,225.0,,Database Systems,Operating Systems 2,Microservices Development in Go,Computer Networks,Industrial Programming in Java,Combinatorial Optimization,Yes,0.8407407407407408,,,
2024-08-12 21:14:14.000,43356e961c7491ef55887c470a7d1fcb69e62000fdf6603a9a62f4e016325410,1205,222.0,,Applied Statistics in Machine Learning,Fundamentals of Information Retrieval,Statistical Learning Theory,Generative Models in Machine Learning (Advanced),Time Series Modeling,Stochastic Analysis,Yes,0.0,,,True
2024-08-13 20:37:23.000,d390f301315c2c4f547b51bab02d1b3757eba6e8f5430471f780b0abefbc4d44,504,222.0,,Decision-Making Under Risk and Uncertainty,Computer Systems Security,Microservices Development in Go,Advanced Topics in Machine Learning,Recommender Systems,Time Series Modeling,Yes,0.7444444444444445,,,True
2024-08-14 18:02:26.000,8d8ae6093c87306a6ac20632b87685d627aaa65d20498b71908d7ba27467bd66,526,227.0,,SQL Language,Decision-Making Under Risk and Uncertainty,Database Systems,Data Analytics,Linguistics for Programmers,Applied Machine Learning,Yes,0.6925925925925926,,,True
2024-08-14 19:23:27.000,6e3f36529a8113c5d35e364e6a480368fb309d5ef334f008c070ec493b27e157,712,227.0,,SQL Language,Database Systems,Functional Programming,Data Analytics,Machine Learning 2,Applied Machine Learning,Yes,0.19999999999999996,,,
2024-08-12 12:17:26.000,46c7e108aaec281bcd5f953ba65c5d33d632f32a1ba204b52695abcba6284cfa,601,224.0,,Database Systems,Microservices Development in Go,SQL Language,Computer Networks,Computer Networks,Computer Networks,Yes,0.4833333333333333,,,
2024-08-15 10:29:54.000,4b05a8ad1db4653b5f51058a7b47b9a69bf4e661881bd1a57d8de4c1778a5d94,767,223.0,,Decision-Making Under Risk and Uncertainty,Scala Programming Language,Types in Programming Languages,Quantitative Finance,Data Analytics,Linguistics for Programmers,Yes,0.062962962962963,,,
2024-08-14 19:07:03.000,f8a45fae1196a7e776a6037832417f3260a63483789551c087f64efa541faf8f,712,228.0,,SQL Language,SQL Language,SQL Language,Data Analytics,Time Series Modeling,Advanced Topics in Machine Learning,Yes,0.19999999999999996,,,True
2024-08-14 13:58:45.000,ef9caea126ab32a6e2496b1f9cb633e679bb8d1bbfb1da668c4e5538ce1ddaf0,698,222.0,,Database Systems,Microservices Development in Go,Distributed Systems,Go Programming Language,Computer Networks,Data Analytics,Yes,0.23888888888888893,,,
2024-08-11 23:13:30.000,967fea9751524e4b246a0c7bc800e2e385ed4de1e244746c5e6e240fff268ac2,538,227.0,,Database Systems,Microservices Development in Go,Distributed Systems,Computer Networks,Industrial Programming in Java,Machine Learning 2,Yes,0.662962962962963,,,
2024-08-12 17:53:48.000,7c0f8e5a7a5d8a0ef1a53d656cf6e7664a662bad79d55d4f30e61d6abedb7cc9,432,222.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Linguistics for Programmers,Industrial Programming in Java,Yes,0.9444444444444444,,,
2024-08-14 14:10:04.000,f7f113333d13889093b621b953dd433c4fc32617f5ffa15e270dec520172bead,532,223.0,,Database Systems,Operating Systems 2,Fundamentals of Information Retrieval,Computer Networks,Machine Learning 2,Stochastic Analysis,Yes,0.674074074074074,,,
2024-08-14 17:20:09.000,40c3044ac2c56f3b576601f705268518d3108798baacf268a7ec394c48192bef,755,225.0,,Microservices Development in Go,Functional Programming,SQL Language,Machine Learning 2,Advanced Topics in Machine Learning,Go Programming Language,Yes,0.09259259259259256,,,
2024-08-11 21:14:12.000,f20fbabbe393e5f0322e144ab20a21b987e1104f06353a000922f416120d46fc,775,2210.0,1.0,Distributed Systems,Database Systems,Microservices Development in Go,Advanced Topics in Machine Learning,Applied Machine Learning,Stochastic Analysis,Yes,0.0444444444444444,,,
2024-08-14 23:08:41.000,d1eb9eb751f5a556345cd1449e2d4e6dfd3ac6bbe60468cd38a8023cab4870df,752,229.0,,Introduction to Data Platforms,SQL Language,Database Systems,Linguistics for Programmers,Quantitative Finance,Combinatorial Optimization,Yes,0.09999999999999998,,,
2024-08-13 21:35:41.000,69c23d81afb1431da28fdec9e1edf407dbca5ab0fab273826634114d7b8cd91b,823,223.0,,Introduction to Data Platforms,Fundamentals of Tensor Computations,Fundamentals of Tensor Computations,,,,Yes,0.007407407407407418,,,
2024-08-15 00:01:19.000,483b71ae65031a193a77626b4b1668b673c821f04806e603ae0147dc178e9848,567,226.0,,Fundamentals of Information Retrieval,Microservices Development in Go,Functional Programming,Advanced Topics in Machine Learning,Recommender Systems,Applied Machine Learning,Yes,0.5685185185185185,,,True
2024-08-14 21:24:27.000,03fa81860250eb001e0eb9fa5a17835b43bab735d0aef72479ac254a235ee40f,607,227.0,,Distributed Systems,Functional Programming,Computer Systems Security,Deep Learning in Natural Sciences,Stochastic Analysis,Industrial Programming in Java,Yes,0.46851851851851856,,,True
2024-08-13 21:27:21.000,0059ff585d5dd682c681c52e0bffb9d0c2a259d2a3f71cd44b975cd00a445deb,522,229.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Computer Networks,Computer Networks,Yes,0.7018518518518518,,,
2024-08-12 09:58:50.000,219253cbd3ac1bb9967100ebef6acf9eaafaf601c61ff07a3917e0cc3a298c23,597,224.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Computer Networks,Computer Networks,Yes,0.49629629629629635,,,
2024-08-13 10:32:42.000,48ce59e550c02c08e908adddc105fba3f3bd3104f8893bd9569fe1485d7fd830,419,224.0,,Fundamentals of Tensor Computations,Fundamentals of Tensor Computations,Statistical Learning Theory,Stochastic Analysis,Generative Models in Machine Learning (Advanced),Mathematical Foundations of Neural Network Models,No,0.987037037037037,,,True
2024-08-14 15:24:02.000,c8884be16fc9e60461a42f6ce08001dcac7ccb0f6d9a0293ecd27c0e5a80edae,557,2210.0,,SQL Language,Computer Systems Security,Database Systems,Computer Networks,Generative Models in Machine Learning (Advanced),Machine Learning 2,No,0.6055555555555556,,,
2024-08-14 22:06:38.000,b9f5a2998bac784b392c7d70268759ca4c1a1838a0af82b65b53f727dc983a17,466,224.0,,Computer Systems Security,Statistical Learning Theory,Integral Equations in Mathematical Modeling,Mathematical Foundations of Neural Network Models,Stochastic Analysis,Generative Models in Machine Learning (Advanced),Yes,0.85,,,True
2024-08-19 06:57:46.000,2dc24dc9f0746a61093443321c0b5fe1ec00b84161af9c3fecb05927698e4f3e,455,226.0,,Database Systems,Distributed Systems,Computer Systems Security,Data Analytics,Time Series Modeling,Stochastic Analysis,Yes,0.8833333333333333,,,True
2024-08-11 21:45:25.000,08f7d2901f4ded7a554ddde63f95e12e3298b5f210942c6c2f4f0835358346b5,717,223.0,,Distributed Systems,Database Systems,Operating Systems 2,Machine Learning 2,Time Series Modeling,Computer Networks,Yes,0.19074074074074077,,,
2024-08-14 20:28:32.000,e4af61a6a57e0544d5b9bbf9572cd747b83067800f64c72ba2c67b72c6572678,597,228.0,,Fundamentals of Information Retrieval,Database Systems,SQL Language,,,,Yes,0.49629629629629635,,,
2024-08-14 23:05:56.000,e983d2478d62a9a8c15f9437fea905669fed534d99173bee135bf7cc1e8cc590,787,227.0,,Applied Statistics in Machine Learning,Database Systems,Introduction to Data Platforms,Machine Learning 2,Applied Machine Learning,Generative Models in Machine Learning (Advanced),Yes,0.029629629629629672,,,
2024-08-11 23:22:25.000,bafc40852ed6add30a20a060d92c8394c37573bf4677fa97479244dab5f66ffa,466,223.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Computer Networks,Computer Networks,Yes,0.85,,,
2024-08-14 19:08:28.000,5810d568aa82457b712d0980115e37f90c49d751677e212ccba6f0573fdaec9c,586,227.0,1.0,SQL Language,Microservices Development in Go,Fundamentals of Information Retrieval,Generative Models in Machine Learning (Advanced),Recommender Systems,Time Series Modeling,Yes,0.5222222222222221,,,True
2024-08-11 21:22:52.000,5f96908e3ce5d84d693ddd79670d60cd1c6a02646aa779f46586a7699dda7c25,660,226.0,1.0,Distributed Systems,Database Systems,Microservices Development in Go,Computer Networks,Data Analytics,Industrial Programming in Java,Yes,0.33333333333333337,,,
2024-08-14 04:00:28.000,b3e7a9c4300d182d1d2a7e2891365e5e8c01ed0cbc06f00dd9d708446284d448,574,225.0,,SQL Language,Computer Systems Security,Microservices Development in Go,Recommender Systems,Machine Learning 2,Applied Machine Learning,Yes,0.5592592592592592,,,
2024-08-12 01:24:35.000,c27494c13a97647dd1f5505bfcb26bbea99a26d5379fbe0a0b90192542196a47,603,223.0,,Database Systems,Microservices Development in Go,Computer Systems Security,Computer Networks,Industrial Programming in Java,Quantitative Finance,Yes,0.47777777777777775,,,
2024-08-14 21:28:20.000,0819727ae3da796c1e6fc10171bfacddebce325490b94a966c60c233d7ab924f,745,226.0,1.0,Computer Systems Security,Database Systems,Microservices Development in Go,,,,No,0.11851851851851847,,,
2024-08-14 17:43:48.000,4714b59379d16b25688e305e1cf2049d9526623f9ce4422b17c1d32a83185a4a,448,221.0,,Distributed Systems,Statistical Learning Theory,Database Systems,Data Analytics,Recommender Systems,Generative Models in Machine Learning (Advanced),Yes,0.9018518518518519,,,True
2024-08-14 18:15:28.000,ed2b17f28f14014d17f90342b60a8c0fd55048aa91b9f8631239e010c3d4a476,451,221.0,,Statistical Learning Theory,Introduction to Data Platforms,Fundamentals of Information Retrieval,Recommender Systems,Quantitative Finance,Applied Machine Learning,Yes,0.8962962962962963,,,True
2024-08-14 21:28:56.000,f62a9863d858bacaabcde1d51c46d9bc08079d2f463fc2bfa7c30d65a696e2a6,514,224.0,,Statistical Learning Theory,Introduction to Data Platforms,Computer Systems Security,Quantitative Finance,Time Series Modeling,Recommender Systems,Yes,0.7222222222222222,,,True
2024-08-14 14:01:40.000,82743904d8b32bdd17444e5d9f27cd13eab10784ef22e438c1e6c626ced7b02c,578,227.0,,Database Systems,Microservices Development in Go,Computer Systems Security,Computer Networks,Industrial Programming in Java,Stochastic Analysis,Yes,0.55,,,
2024-08-13 11:44:51.000,70b814cd0904633fdb88bd6e383a9f0ff8120c13b9c08709d196d78eba1664ae,515,228.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Industrial Programming in Java,Topological Data Analysis,Yes,0.7185185185185186,,,
2024-08-14 13:58:43.000,6a43e43c97292ddc20ee6204067168247e89eb0344adea971e18f1bebb51a212,439,222.0,,Applied Statistics in Machine Learning,Statistical Learning Theory,Database Systems,Generative Models in Machine Learning (Advanced),Computer Networks,Machine Learning 2,Yes,0.9277777777777778,,,True
2024-08-14 11:43:28.000,0c37fd689e9e666a88f9e484ac9fbe7d4aa6833761fa8e1f123656d84189f64e,630,2210.0,,Fundamentals of Computer Game Development,Microservices Development in Go,Database Systems,Data Analytics,Applied Machine Learning,Go Programming Language,Yes,0.4111111111111111,,,
2024-08-11 22:04:21.000,2c5191e00e0bad0cc0c3b3fb6e7726bcbb96eb40e08ac7e4652a66076ca9bd76,700,229.0,,Microservices Development in Go,SQL Language,Fundamentals of Computer Game Development,Data Analytics,Quantitative Finance,Time Series Modeling,Yes,0.2314814814814815,,,
2024-08-15 00:03:58.000,5529444343b629d8f4b05c6bf713e43e08bc1bc3dc51b77dd7b5c672b0f0f71c,657,227.0,,Introduction to Data Platforms,Microservices Development in Go,SQL Language,Data Analytics,Applied Machine Learning,Time Series Modeling,Yes,0.337037037037037,,,True
2024-08-13 14:33:23.000,a6ad42db3e5695a74778b213dd5114f70e8dad031ccf75e13c6d3fec408866a4,692,229.0,1.0,Database Systems,Microservices Development in Go,Distributed Systems,Computer Networks,Computer Networks,Computer Networks,Yes,0.2592592592592593,,,
2024-08-14 22:39:31.000,4c42d940db119dcad16608c7b6f0da2ef2edbbd0147ae688e2ab4cb4bbaae5e1,542,223.0,,Statistical Learning Theory,Fundamentals of Tensor Computations,Operating Systems 2,Stochastic Analysis,Generative Models in Machine Learning (Advanced),Time Series Modeling,Yes,0.6444444444444444,,,True
2024-08-13 12:34:40.000,8c1ca21fee5549346dfd65b2e360294bea165568e5c3579555c19c2b0cd47624,472,229.0,,Database Systems,Microservices Development in Go,Operating Systems 2,Computer Networks,Industrial Programming in Java,Machine Learning 2,Yes,0.8333333333333334,,,
2024-08-12 13:54:42.000,4ce51851f03b6348057293ffea12a6839a381ecf5dad911449a8346847fdd159,527,221.0,,Statistical Learning Theory,Fundamentals of Tensor Computations,Integral Equations in Mathematical Modeling,Stochastic Analysis,Stochastic Analysis,Stochastic Analysis,Yes,0.6851851851851851,,,True
2024-08-14 20:16:47.000,c975ae471801c9250e0fda2228d95d5b9e4e9a41f4596f5f5cdf56732dd68cc1,706,228.0,,SQL Language,Microservices Development in Go,Fundamentals of Computer Game Development,Computer Networks,Computer Networks,Industrial Programming in Java,Yes,0.2148148148148148,,,
2024-08-14 17:04:06.000,80b96b834083449c04429bdf8050e865c19a57edf4303274cab943470caff4b0,735,227.0,,Introduction to Data Platforms,SQL Language,Decision-Making Under Risk and Uncertainty,Data Analytics,Industrial Programming in Java,Topological Data Analysis,Yes,0.1518518518518519,,,
2024-08-12 11:21:59.000,db23f5fd8ac15a417102a936c7b8bc40dcbd40e51f77977c2172fc1c09991dd3,645,224.0,,Database Systems,Microservices Development in Go,Operating Systems 2,Computer Networks,Industrial Programming in Java,Advanced Topics in Machine Learning,Yes,0.37037037037037035,,,
2024-08-14 06:40:47.000,6280cabf2c41cb1e96ff64d66b48bbbbafc54a054f405141511783dd721db994,583,2210.0,1.0,SQL Language,Computer Systems Security,Fundamentals of Information Retrieval,Data Analytics,Advanced Topics in Machine Learning,Data Analytics,Yes,0.5333333333333333,,,
2024-08-14 16:05:01.000,e9989257f9293425a557fba5290d5c3aeeaa70eb73effeaf48131c4f7915d6fe,759,224.0,,Distributed Systems,Database Systems,SQL Language,Computer Networks,Computer Networks,Machine Learning 2,Yes,0.08148148148148149,,,
2024-08-11 22:51:52.000,e395a338ed0edbab855f397b7d4e1754b711c8ee99cd967b435eeb118ea3dc9e,508,223.0,,Database Systems,Fundamentals of Computer Game Development,SQL Language,,,,Yes,0.737037037037037,,,
2024-08-14 22:20:56.000,ca01e9dbd36a94c42ff666b842e1f0630202d9af36c1999ed4f441db80feb4f4,441,226.0,,Distributed Systems,Database Systems,Statistical Learning Theory,Stochastic Analysis,Generative Models in Machine Learning (Advanced),Computer Networks,Yes,0.9203703703703704,,,True
2024-08-14 22:08:19.000,42ef32b37d66a14a97548fbc4ef487bc7bb4ab9f53cf0dda9952b63d90ced15e,613,229.0,,Database Systems,Database Systems,Distributed Systems,Recommender Systems,Recommender Systems,Deep Learning in Natural Sciences,Yes,0.4537037037037037,,,True
2024-08-13 18:30:35.000,426626974aae5c7dacd85010d8c3482f00dd6c02166267853651d9e9f1ef65dc,558,224.0,1.0,Database Systems,Operating Systems 2,Functional Programming,,,,Yes,0.5981481481481481,,,
2024-08-12 11:13:04.000,367e09da98dec184a9e842e0e08d2cdf7a81254001fcbe851ee68d69067ce528,749,229.0,,Microservices Development in Go,Scala Programming Language,Computer Systems Security,Industrial Programming in Java,Industrial Programming in Java,Computer Networks,Yes,0.10555555555555551,,,
2024-08-15 00:00:58.000,5b2d4838bcff9030816b669c2a05c15471ad98fbd2dc3f6e0fcdc1b3d99bdc5b,613,226.0,,Fundamentals of Information Retrieval,Microservices Development in Go,Functional Programming,,,,Yes,0.4537037037037037,,,
2024-08-12 15:34:31.000,4ccf2c54e9812d4af34a8e4ca68bd98966a9178ed4f854e5fe4b87950b2dee9f,471,226.0,,Database Systems,Distributed Systems,Fundamentals of Tensor Computations,Stochastic Analysis,Generative Models in Machine Learning (Advanced),Recommender Systems,Yes,0.837037037037037,,,True
2024-08-13 20:27:50.000,bb60332cf93cbf4d27df6ddd93710e849efb002c653eba2dfcec53fa3517e5d9,447,227.0,,Statistical Learning Theory,Database Systems,Computer Systems Security,Generative Models in Machine Learning (Advanced),Stochastic Analysis,Recommender Systems,Yes,0.9074074074074074,,,True
2024-08-14 22:30:37.000,9dbe68f43e710d13c9a2a99b4908f525d78acc358fb83bfe0b8de6ff6512f272,644,228.0,,Types in Programming Languages,Functional Programming,Fundamentals of Information Retrieval,Computer Networks,Industrial Programming in Java,Linguistics for Programmers,Yes,0.3759259259259259,,,
2024-08-14 23:51:19.000,97455e75bc76a137f9fab7e66d26bc1c1aa9df065059b16099b54418522663be,487,229.0,,Statistical Learning Theory,Distributed Systems,SQL Language,Reinforcement Learning (Yandex School of Data Analysis),Generative Models in Machine Learning (Advanced),Data Analytics,Yes,0.7925925925925926,,,True
2024-08-14 17:31:01.000,e791cb4f8a2c28464fcc6d852935348c3efad09dc99d61cad85def46dfa83c6a,527,229.0,,Database Systems,Microservices Development in Go,Operating Systems 2,Computer Networks,Generative Models in Machine Learning (Advanced),Machine Learning 2,Yes,0.6851851851851851,,,
2024-08-12 13:15:53.000,a30be269d09b6427b5a005cd2fec03276ffd416d377a9e17b03e6e7059ce4201,428,222.0,,Distributed Systems,Statistical Learning Theory,Fundamentals of Information Retrieval,Stochastic Analysis,Time Series Modeling,Combinatorial Optimization,Yes,0.9537037037037037,,,True
2024-08-14 14:29:05.000,1831f5bb344e828af3bdfa111edba410fcbbb16fdd37bb7ee222f61f9974b1c6,736,226.0,,SQL Language,Database Systems,Computer Systems Security,Computer Networks,Quantitative Finance,Linguistics for Programmers,Yes,0.14814814814814814,,,
2024-08-14 20:24:40.000,a95e1380c57ca8e27edda11868d965c414baff599aef5eea7783c5ac77c2c26e,510,226.0,,Microservices Development in Go,Distributed Systems,Fundamentals of Tensor Computations,Advanced Topics in Machine Learning,Stochastic Analysis,Recommender Systems,Yes,0.7296296296296296,,,True
2024-08-14 22:03:59.000,9cbabbad25a56d83505e83d71431392f0ded032740050e726156e8ce9ba43d9d,610,227.0,,SQL Language,Decision-Making Under Risk and Uncertainty,Statistical Learning Theory,Data Analytics,Quantitative Finance,Recommender Systems,Yes,0.4629629629629629,,,
2024-08-11 21:15:45.000,a900ee49379edbf0bd36a870ebb45d2c44627e9d0f1b986a08b7f09923f5a83e,566,226.0,,Database Systems,Microservices Development in Go,Decision-Making Under Risk and Uncertainty,Computer Networks,Industrial Programming in Java,Recommender Systems,Yes,0.575925925925926,,,
2024-08-13 22:14:43.000,e5a2c99d2cc1953f0c77ac8df310215712fcc0999d2685b35d835be4b854c574,436,229.0,,Database Systems,Operating Systems 2,Fundamentals of Computer Game Development,Computer Networks,Industrial Programming in Java,Industrial Programming in Java,Yes,0.937037037037037,,,
2024-08-12 22:36:03.000,b2afb56d21e218c02b1b76f8ec98314a0352ebe73cfc25818d0fabb0524c989f,586,221.0,,Database Systems,Microservices Development in Go,Functional Programming,,,,Yes,0.5222222222222221,,,
2024-08-14 13:31:09.000,f636b01092bb56b929a495ddf03d468c9197cb08051827728ac0b0ad54ab7eac,495,224.0,,Computer Systems Security,SQL Language,Database Systems,Time Series Modeling,Applied Machine Learning,Advanced Topics in Machine Learning,Yes,0.7685185185185185,,,True
2024-08-11 21:14:37.000,70b7847978323ede047ee884261c905e192cb5afff2a841029a278b10626710d,441,224.0,,Database Systems,Database Systems,Database Systems,Computer Networks,Computer Networks,Computer Networks,Yes,0.9203703703703704,,,
2024-08-14 22:39:58.000,3934430ae8df4a6fb466e8a51222127b5413a047208e3f3d89f81ef5d5b9fe64,599,223.0,,Statistical Learning Theory,Fundamentals of Tensor Computations,Fundamentals of Information Retrieval,,,,Yes,0.48888888888888893,,,
2024-08-13 22:05:25.000,20ae91f2bbfeb90cee79616619d4c624faadcc24ad55f23e3b49c1ce4954f9e6,763,2210.0,,Fundamentals of Computer Game Development,SQL Language,Fundamentals of Information Retrieval,Data Analytics,Machine Learning 2,Go Programming Language,Yes,0.07407407407407407,,,
2024-08-12 19:38:50.000,baec53d7fc5bd7f0a848535d22da5f0956dbe11cef75c49e36d2aad6edf4e07f,662,221.0,,Database Systems,Operating Systems 2,Microservices Development in Go,,,,Yes,0.32592592592592595,,,
2024-08-14 17:45:06.000,44c9ac59a9323780b2b4e08982dd2b53a54bebc05d817db6e9915bf4ad932c24,425,225.0,,Distributed Systems,Operating Systems 2,Fundamentals of Tensor Computations,Stochastic Analysis,Time Series Modeling,Recommender Systems,No,0.962962962962963,,,True
